bug_id,title,description,error_code,bug_category,bug_domain,tech_stack,severity,environment,developer_role,root_cause,suggested_fix,explanation,created_at
BUG_038990,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,Mobile,Docker,Low,Staging,DevOps Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a devops engineer due to its nature.,2025-03-02
BUG_038991,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,502.0,Backend Logic Bug,Data,Azure,High,Production,Frontend Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-27
BUG_038992,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,400.0,Deployment Bug,Mobile,Angular,High,Staging,Mobile Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a mobile developer due to its nature.,2025-07-29
BUG_038993,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,500.0,Logging Bug,Data,Angular,Critical,Development,Frontend Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a frontend developer due to its nature.,2025-04-08
BUG_038994,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,502.0,Frontend Routing Bug,Backend Systems,Docker,Critical,Staging,Full-Stack Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-10-11
BUG_038995,API Bug detected in system,This issue relates to a api bug occurring in the application.,400.0,API Bug,Web Development,MySQL,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-05-28
BUG_038996,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,400.0,Logging Bug,Data,MongoDB,Critical,Staging,Security Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a security engineer due to its nature.,2025-06-14
BUG_038997,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,404.0,Authentication Bug,Cloud,Azure,Critical,Staging,Frontend Developer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a frontend developer due to its nature.,2025-03-02
BUG_038998,Database Bug detected in system,This issue relates to a database bug occurring in the application.,500.0,Database Bug,DevOps,Flask,High,Production,Mobile Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a mobile developer due to its nature.,2025-04-08
BUG_038999,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,403.0,Security Vulnerability,Mobile,Docker,Medium,Staging,Data Engineer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a data engineer due to its nature.,2025-04-30
BUG_039000,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,500.0,Monitoring Bug,DevOps,Node.js,Low,Production,Mobile Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a mobile developer due to its nature.,2025-05-20
BUG_039001,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,404.0,Authorization Bug,DevOps,Laravel,Low,Production,QA Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a qa engineer due to its nature.,2025-05-01
BUG_039002,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,404.0,Authorization Bug,Web Development,Spring Boot,Critical,Production,QA Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a qa engineer due to its nature.,2025-09-25
BUG_039003,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,404.0,UI Bug,DevOps,MySQL,Low,Development,QA Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a qa engineer due to its nature.,2025-07-06
BUG_039004,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,503.0,Deployment Bug,Web Development,Laravel,Medium,Production,DevOps Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a devops engineer due to its nature.,2025-10-21
BUG_039005,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,400.0,Authorization Bug,Web Development,React,High,Staging,Data Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a data engineer due to its nature.,2025-09-29
BUG_039006,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,400.0,UI Bug,Cloud,Flask,Critical,Staging,Frontend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a frontend developer due to its nature.,2025-08-05
BUG_039007,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,400.0,Performance Bug,DevOps,Kubernetes,Critical,Production,Full-Stack Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-05-25
BUG_039008,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,403.0,Cloud Configuration Bug,Data,Kubernetes,Critical,Development,QA Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a qa engineer due to its nature.,2025-09-24
BUG_039009,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,502.0,Authorization Bug,Cloud,GCP,Medium,Staging,QA Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a qa engineer due to its nature.,2025-11-16
BUG_039010,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,404.0,Concurrency Bug,Backend Systems,Spring Boot,Medium,Production,Data Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a data engineer due to its nature.,2025-04-06
BUG_039011,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,404.0,Memory Leak,Web Development,MongoDB,Medium,Staging,Backend Developer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a backend developer due to its nature.,2025-07-17
BUG_039012,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,,Logging Bug,Data,AWS,High,Production,Security Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a security engineer due to its nature.,2025-08-11
BUG_039013,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,400.0,Authorization Bug,DevOps,Flask,Critical,Development,Cloud Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-05-20
BUG_039014,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,503.0,Cloud Configuration Bug,Cloud,Kubernetes,Critical,Production,QA Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a qa engineer due to its nature.,2025-12-31
BUG_039015,API Bug detected in system,This issue relates to a api bug occurring in the application.,502.0,API Bug,DevOps,MongoDB,Medium,Staging,Security Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a security engineer due to its nature.,2025-03-24
BUG_039016,API Bug detected in system,This issue relates to a api bug occurring in the application.,502.0,API Bug,DevOps,React,Low,Staging,Mobile Developer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a mobile developer due to its nature.,2025-07-10
BUG_039017,Database Bug detected in system,This issue relates to a database bug occurring in the application.,401.0,Database Bug,Web Development,Node.js,Critical,Staging,Mobile Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a mobile developer due to its nature.,2025-11-17
BUG_039018,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,404.0,Backend Logic Bug,DevOps,MySQL,Low,Production,QA Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a qa engineer due to its nature.,2025-03-16
BUG_039019,API Bug detected in system,This issue relates to a api bug occurring in the application.,403.0,API Bug,Cloud,Azure,Low,Staging,QA Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a qa engineer due to its nature.,2025-03-13
BUG_039020,Database Bug detected in system,This issue relates to a database bug occurring in the application.,502.0,Database Bug,Mobile,PostgreSQL,High,Production,Backend Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a backend developer due to its nature.,2025-04-27
BUG_039021,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,502.0,Monitoring Bug,Mobile,MySQL,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-08-16
BUG_039022,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,500.0,Monitoring Bug,Cloud,Vue,Critical,Development,Cloud Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-04-26
BUG_039023,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,400.0,Frontend Routing Bug,Data,Azure,High,Staging,Frontend Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a frontend developer due to its nature.,2025-02-27
BUG_039024,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,502.0,Cloud Configuration Bug,DevOps,Spring Boot,Low,Production,Backend Developer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a backend developer due to its nature.,2025-11-24
BUG_039025,API Bug detected in system,This issue relates to a api bug occurring in the application.,404.0,API Bug,Backend Systems,Docker,High,Staging,DevOps Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a devops engineer due to its nature.,2025-07-10
BUG_039026,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,502.0,Frontend Routing Bug,Web Development,Flask,Low,Development,Mobile Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a mobile developer due to its nature.,2025-09-26
BUG_039027,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,401.0,Memory Leak,Data,Flask,Low,Production,Mobile Developer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a mobile developer due to its nature.,2025-09-03
BUG_039028,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,,Performance Bug,Mobile,Flask,High,Production,Backend Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a backend developer due to its nature.,2025-09-08
BUG_039029,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,503.0,CI/CD Bug,Mobile,Laravel,Low,Production,Security Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a security engineer due to its nature.,2025-08-05
BUG_039030,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,401.0,CI/CD Bug,Backend Systems,Laravel,Low,Staging,QA Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a qa engineer due to its nature.,2025-08-21
BUG_039031,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,404.0,Authentication Bug,DevOps,Angular,High,Staging,Cloud Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-04-09
BUG_039032,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,502.0,Monitoring Bug,Web Development,AWS,Critical,Staging,Data Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a data engineer due to its nature.,2025-12-27
BUG_039033,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,503.0,Deployment Bug,Data,MySQL,Medium,Production,DevOps Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a devops engineer due to its nature.,2026-01-20
BUG_039034,Database Bug detected in system,This issue relates to a database bug occurring in the application.,401.0,Database Bug,Mobile,MySQL,Low,Production,QA Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a qa engineer due to its nature.,2026-01-29
BUG_039035,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,404.0,Performance Bug,Web Development,MongoDB,Medium,Staging,DevOps Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a devops engineer due to its nature.,2025-04-08
BUG_039036,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,502.0,Frontend Routing Bug,Mobile,MongoDB,Low,Development,QA Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a qa engineer due to its nature.,2025-06-18
BUG_039037,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,403.0,Security Vulnerability,Data,Django,Medium,Staging,Security Engineer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a security engineer due to its nature.,2025-07-08
BUG_039038,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,400.0,Authentication Bug,Backend Systems,PostgreSQL,Critical,Staging,Security Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a security engineer due to its nature.,2025-06-27
BUG_039039,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,401.0,Performance Bug,Mobile,MySQL,Medium,Staging,Security Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a security engineer due to its nature.,2025-07-04
BUG_039040,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,,Frontend Routing Bug,DevOps,AWS,Medium,Production,QA Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a qa engineer due to its nature.,2025-12-10
BUG_039041,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,400.0,Monitoring Bug,Data,PostgreSQL,Low,Production,DevOps Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a devops engineer due to its nature.,2025-11-15
BUG_039042,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Cloud,React,High,Development,QA Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a qa engineer due to its nature.,2025-09-02
BUG_039043,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,404.0,Backend Logic Bug,Cloud,Vue,Medium,Development,Data Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a data engineer due to its nature.,2025-05-21
BUG_039044,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,404.0,Authentication Bug,Cloud,Vue,Critical,Staging,Full-Stack Developer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-11-17
BUG_039045,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,500.0,Concurrency Bug,Mobile,Docker,Low,Development,Full-Stack Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-03-15
BUG_039046,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,502.0,Authentication Bug,Cloud,React,Critical,Development,Backend Developer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a backend developer due to its nature.,2025-11-01
BUG_039047,Database Bug detected in system,This issue relates to a database bug occurring in the application.,502.0,Database Bug,Cloud,Docker,High,Development,Cloud Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-02-13
BUG_039048,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,404.0,Cloud Configuration Bug,Backend Systems,Docker,Medium,Development,Full-Stack Developer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-07-23
BUG_039049,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,500.0,Backend Logic Bug,DevOps,React,High,Production,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-06-13
BUG_039050,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,401.0,Deployment Bug,Cloud,MongoDB,High,Staging,Full-Stack Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-09-13
BUG_039051,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,404.0,UI Bug,Mobile,MySQL,Medium,Development,Data Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a data engineer due to its nature.,2025-12-27
BUG_039052,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,400.0,CI/CD Bug,DevOps,Vue,Critical,Staging,Mobile Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a mobile developer due to its nature.,2025-10-20
BUG_039053,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,401.0,Authentication Bug,Data,Docker,High,Development,DevOps Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a devops engineer due to its nature.,2025-09-25
BUG_039054,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,500.0,Backend Logic Bug,DevOps,GCP,Critical,Production,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-04-05
BUG_039055,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,502.0,Cloud Configuration Bug,DevOps,Flask,Low,Development,Security Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a security engineer due to its nature.,2025-03-24
BUG_039056,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,503.0,Performance Bug,Cloud,MySQL,Medium,Staging,Security Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a security engineer due to its nature.,2025-11-26
BUG_039057,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,404.0,Monitoring Bug,DevOps,Azure,Critical,Staging,Security Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a security engineer due to its nature.,2025-07-09
BUG_039058,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,400.0,Memory Leak,Backend Systems,Docker,High,Development,Security Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a security engineer due to its nature.,2025-06-13
BUG_039059,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,404.0,Deployment Bug,Backend Systems,Docker,Medium,Development,Mobile Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a mobile developer due to its nature.,2025-12-01
BUG_039060,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,503.0,Deployment Bug,Mobile,Flask,High,Production,Data Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a data engineer due to its nature.,2025-06-21
BUG_039061,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,400.0,Logging Bug,Cloud,Flask,Low,Staging,Cloud Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-04-05
BUG_039062,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,401.0,Concurrency Bug,DevOps,Node.js,High,Staging,Mobile Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a mobile developer due to its nature.,2025-04-06
BUG_039063,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,500.0,Backend Logic Bug,Web Development,MySQL,Medium,Production,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2026-01-17
BUG_039064,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,502.0,Performance Bug,Cloud,Azure,Low,Staging,DevOps Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a devops engineer due to its nature.,2025-12-18
BUG_039065,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,400.0,Backend Logic Bug,Cloud,Node.js,High,Development,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-09-10
BUG_039066,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,404.0,Cloud Configuration Bug,Data,Vue,High,Production,DevOps Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a devops engineer due to its nature.,2025-03-19
BUG_039067,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,403.0,UI Bug,DevOps,Node.js,Low,Production,Frontend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a frontend developer due to its nature.,2026-01-06
BUG_039068,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,401.0,Cloud Configuration Bug,Backend Systems,Azure,Low,Development,Backend Developer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a backend developer due to its nature.,2025-10-07
BUG_039069,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,404.0,Backend Logic Bug,Data,Vue,Medium,Staging,Frontend Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a frontend developer due to its nature.,2025-06-08
BUG_039070,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,500.0,Authentication Bug,Data,Kubernetes,High,Staging,Security Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a security engineer due to its nature.,2025-10-17
BUG_039071,Database Bug detected in system,This issue relates to a database bug occurring in the application.,404.0,Database Bug,DevOps,Laravel,Low,Production,Frontend Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a frontend developer due to its nature.,2025-07-01
BUG_039072,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,403.0,Performance Bug,Web Development,Laravel,Medium,Production,Full-Stack Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-04-20
BUG_039073,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,400.0,Logging Bug,Cloud,Docker,Critical,Development,Data Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a data engineer due to its nature.,2025-07-10
BUG_039074,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,400.0,Memory Leak,DevOps,Node.js,Critical,Development,Backend Developer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a backend developer due to its nature.,2025-05-01
BUG_039075,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,500.0,Backend Logic Bug,Data,React,Medium,Staging,Data Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a data engineer due to its nature.,2025-09-03
BUG_039076,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,,UI Bug,Data,GCP,Low,Development,Backend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a backend developer due to its nature.,2025-06-12
BUG_039077,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,Data,Django,Medium,Staging,Cloud Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-02-08
BUG_039078,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,503.0,Cloud Configuration Bug,Mobile,Node.js,High,Production,Backend Developer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a backend developer due to its nature.,2025-06-03
BUG_039079,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,503.0,Memory Leak,Backend Systems,Spring Boot,High,Staging,QA Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a qa engineer due to its nature.,2025-02-16
BUG_039080,Database Bug detected in system,This issue relates to a database bug occurring in the application.,401.0,Database Bug,Backend Systems,Vue,Low,Development,Security Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a security engineer due to its nature.,2025-02-10
BUG_039081,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,Data,Django,Critical,Production,Data Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a data engineer due to its nature.,2026-01-20
BUG_039082,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,403.0,Authorization Bug,Mobile,Docker,High,Staging,Backend Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a backend developer due to its nature.,2025-03-30
BUG_039083,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,400.0,CI/CD Bug,Data,GCP,Medium,Staging,Frontend Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a frontend developer due to its nature.,2025-09-28
BUG_039084,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,400.0,Authentication Bug,Cloud,MySQL,High,Production,Mobile Developer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a mobile developer due to its nature.,2025-06-16
BUG_039085,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,400.0,Memory Leak,DevOps,React,Critical,Development,QA Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a qa engineer due to its nature.,2026-02-01
BUG_039086,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,400.0,Authorization Bug,Mobile,React,Low,Staging,QA Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a qa engineer due to its nature.,2025-06-07
BUG_039087,Database Bug detected in system,This issue relates to a database bug occurring in the application.,400.0,Database Bug,DevOps,AWS,Low,Production,Cloud Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-12-15
BUG_039088,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,403.0,Cloud Configuration Bug,Backend Systems,Angular,High,Staging,Mobile Developer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a mobile developer due to its nature.,2025-10-14
BUG_039089,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,404.0,Backend Logic Bug,Mobile,GCP,Critical,Development,Security Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a security engineer due to its nature.,2026-01-13
