job_title,country,city,salary,currency,years_experience,skills,tools_models,work_mode,company_size,industry,year,education,gender,job_demand_index,source
Data Scientist,Canada,Montreal,160000,CAD,12,"Scikit-learn, Statistics, NumPy","XGBoost, LightGBM",Remote,Startup,Finance,2021,PhD,Female,75,Synthetic approximation based on public salary reports
Data Scientist,India,Pune,1803000,INR,4,"Scikit-learn, Python, NumPy","XGBoost, RandomForest",Onsite,Medium,Finance,2021,Masters,Prefer not to say,72,Synthetic approximation based on public salary reports
LLM Researcher,India,Bengaluru,1817400,INR,9,"Reinforcement Learning, PyTorch, Transformers","Custom LLM, Mistral",Remote,Large,E-commerce,2024,PhD,Female,86,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Paris,106250,EUR,1,"PyTorch, Transformers, RAG","LangChain, Llama 3",Remote,Medium,Education,2025,Diploma,Male,92,Synthetic approximation based on public salary reports
LLM Researcher,Netherlands,Rotterdam,93600,EUR,0,"PyTorch, Deep Learning, Reinforcement Learning","Custom LLM, Mistral",Onsite,Medium,E-commerce,2022,PhD,Prefer not to say,68,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Abu Dhabi,445050,AED,8,"LLMs, Python, A/B Testing","GPT-4, Gemini",Hybrid,Large,Healthcare,2021,Masters,Non-binary,58,Synthetic approximation based on public salary reports
LLM Researcher,Australia,Melbourne,217100,AUD,11,"Deep Learning, Distributed Training, PyTorch","Mistral, DeepSpeed",Remote,Large,E-commerce,2025,Diploma,Prefer not to say,85,Synthetic approximation based on public salary reports
LLM Researcher,Singapore,Singapore,249600,SGD,15,"Transformers, Distributed Training, Reinforcement Learning","Custom LLM, Llama 3",Onsite,Startup,Finance,2022,Bachelors,Non-binary,68,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,Manchester,75900,GBP,3,"Python, TensorFlow, Docker","ONNX, TensorFlow",Remote,Medium,E-commerce,2020,PhD,Prefer not to say,74,Synthetic approximation based on public salary reports
Data Scientist,India,Gurugram,2042000,INR,14,"NumPy, Statistics, Python","XGBoost, LightGBM",Hybrid,Large,Technology,2021,Masters,Male,78,Synthetic approximation based on public salary reports
LLM Researcher,Singapore,Singapore,244400,SGD,11,"Reinforcement Learning, Deep Learning, PyTorch","Custom LLM, Llama 3",Hybrid,Startup,Healthcare,2023,Bachelors,Male,84,Synthetic approximation based on public salary reports
Data Scientist,Australia,Melbourne,169000,AUD,14,"NumPy, Pandas, SQL","XGBoost, LightGBM",Onsite,Startup,Education,2024,Diploma,Non-binary,97,Synthetic approximation based on public salary reports
Data Scientist,France,Lyon,62000,EUR,0,"NumPy, Statistics, Scikit-learn","XGBoost, RandomForest",Remote,Medium,Finance,2023,Bachelors,Prefer not to say,89,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Brisbane,156400,AUD,10,"LLMs, A/B Testing, Evaluation","Llama 3, Gemini",Remote,Startup,Technology,2022,PhD,Male,62,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Marseille,125000,EUR,10,"Python, PyTorch, LangChain","LangChain, Llama 3",Onsite,Startup,E-commerce,2024,Masters,Female,81,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Marseille,170000,EUR,9,"LangChain, RAG, Python","Stable Diffusion, Llama 3",Onsite,Medium,Consulting,2023,Diploma,Female,87,Synthetic approximation based on public salary reports
Machine Learning Engineer,Netherlands,Rotterdam,130900,EUR,13,"Python, TensorFlow, Kubernetes","TensorFlow, ONNX",Remote,Large,E-commerce,2025,Masters,Prefer not to say,90,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,130000,SGD,0,"Python, Vector Databases, RAG","GPT-4, LangChain",Onsite,Startup,Consulting,2023,PhD,Prefer not to say,76,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Rotterdam,198750,EUR,14,"PyTorch, Python, LangChain","Stable Diffusion, LangChain",Onsite,Startup,Consulting,2020,PhD,Female,58,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Vancouver,116250,CAD,2,"Vector Databases, LangChain, Python","Llama 3, Stable Diffusion",Hybrid,Large,Consulting,2021,Diploma,Male,61,Synthetic approximation based on public salary reports
Generative AI Engineer,United Kingdom,Manchester,115000,GBP,7,"LangChain, Python, Vector Databases","Stable Diffusion, Llama 3",Remote,Startup,Education,2025,Diploma,Male,89,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Brisbane,158700,AUD,8,"LLMs, A/B Testing, Evaluation","GPT-4, Gemini",Onsite,Large,Healthcare,2024,Bachelors,Female,78,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Amsterdam,107500,EUR,4,"Vector Databases, Transformers, PyTorch","GPT-4, Llama 3",Remote,Medium,Healthcare,2022,Bachelors,Male,68,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,183000,SGD,11,"NumPy, Python, SQL","LightGBM, XGBoost",Hybrid,Large,E-commerce,2022,Diploma,Non-binary,74,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Toronto,166100,CAD,6,"TensorFlow, Docker, Python","ONNX, TensorFlow",Remote,Startup,Healthcare,2023,Masters,Prefer not to say,89,Synthetic approximation based on public salary reports
Data Scientist,Canada,Ottawa,109000,CAD,8,"Pandas, SQL, Statistics","XGBoost, RandomForest",Remote,Startup,Consulting,2022,Diploma,Non-binary,84,Synthetic approximation based on public salary reports
Data Scientist,France,Paris,136000,EUR,15,"Statistics, Python, SQL","RandomForest, XGBoost",Hybrid,Large,Finance,2021,Bachelors,Male,74,Synthetic approximation based on public salary reports
LLM Researcher,France,Paris,87100,EUR,4,"Deep Learning, Reinforcement Learning, Transformers","Custom LLM, Mistral",Hybrid,Large,Healthcare,2020,Bachelors,Prefer not to say,58,Synthetic approximation based on public salary reports
LLM Researcher,India,Bengaluru,1654900,INR,1,"Distributed Training, Deep Learning, Reinforcement Learning","Mistral, Llama 3",Onsite,Large,Education,2024,Diploma,Female,84,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Bengaluru,1822500,INR,4,"RAG, LangChain, PyTorch","Stable Diffusion, LangChain",Onsite,Medium,E-commerce,2022,Masters,Non-binary,70,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Ottawa,91300,CAD,3,"Python, MLflow, Kubernetes","ONNX, TensorFlow",Onsite,Medium,E-commerce,2023,Diploma,Female,96,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Paris,124300,EUR,10,"TensorFlow, PyTorch, Kubernetes","PyTorch, TensorFlow",Hybrid,Medium,Education,2020,Diploma,Male,70,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Toronto,178100,CAD,11,"PyTorch, Transformers, Deep Learning","Mistral, Custom LLM",Hybrid,Startup,Healthcare,2023,Masters,Prefer not to say,79,Synthetic approximation based on public salary reports
Data Scientist,Germany,Berlin,110000,EUR,7,"NumPy, Statistics, Scikit-learn","RandomForest, LightGBM",Onsite,Large,Finance,2020,Masters,Prefer not to say,65,Synthetic approximation based on public salary reports
LLM Researcher,France,Lyon,146900,EUR,5,"Reinforcement Learning, Transformers, PyTorch","Mistral, DeepSpeed",Onsite,Startup,Technology,2021,Masters,Non-binary,62,Synthetic approximation based on public salary reports
Prompt Engineer,France,Lyon,112700,EUR,7,"LLMs, Evaluation, A/B Testing","Gemini, Claude",Remote,Large,Technology,2021,PhD,Male,53,Synthetic approximation based on public salary reports
Data Scientist,United States,San Francisco,170000,USD,6,"SQL, Statistics, Python","LightGBM, XGBoost",Onsite,Medium,E-commerce,2022,Bachelors,Non-binary,85,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,131000,SGD,13,"SQL, NumPy, Python","LightGBM, RandomForest",Remote,Startup,Healthcare,2023,Bachelors,Female,92,Synthetic approximation based on public salary reports
LLM Researcher,United Kingdom,London,127400,GBP,11,"Distributed Training, Deep Learning, Reinforcement Learning","DeepSpeed, Llama 3",Hybrid,Large,E-commerce,2023,PhD,Non-binary,74,Synthetic approximation based on public salary reports
Generative AI Engineer,United Kingdom,Cambridge,135000,GBP,9,"Python, Transformers, LangChain","Stable Diffusion, Llama 3",Onsite,Large,Consulting,2023,Diploma,Female,81,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Eindhoven,122500,EUR,9,"LangChain, PyTorch, RAG","Stable Diffusion, LangChain",Hybrid,Startup,Healthcare,2024,PhD,Non-binary,90,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,London,88000,GBP,5,"Kubernetes, Python, TensorFlow","TensorFlow, PyTorch",Onsite,Large,Consulting,2021,Bachelors,Female,81,Synthetic approximation based on public salary reports
Prompt Engineer,Singapore,Singapore,161000,SGD,3,"Python, A/B Testing, Prompt Engineering","Claude, Gemini",Hybrid,Large,Education,2020,Bachelors,Prefer not to say,48,Synthetic approximation based on public salary reports
LLM Researcher,Australia,Brisbane,330200,AUD,15,"Distributed Training, Transformers, Deep Learning","Mistral, DeepSpeed",Remote,Medium,Consulting,2022,PhD,Male,65,Synthetic approximation based on public salary reports
LLM Researcher,India,Hyderabad,2425800,INR,13,"Deep Learning, PyTorch, Reinforcement Learning","Custom LLM, DeepSpeed",Onsite,Startup,Healthcare,2021,Masters,Female,60,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Manchester,143000,GBP,11,"Python, SQL, Scikit-learn","LightGBM, RandomForest",Remote,Large,Consulting,2023,Bachelors,Prefer not to say,77,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,161000,SGD,8,"Statistics, Pandas, Python","LightGBM, RandomForest",Onsite,Large,Technology,2020,Diploma,Female,74,Synthetic approximation based on public salary reports
Data Scientist,France,Paris,129000,EUR,7,"SQL, Scikit-learn, NumPy","RandomForest, XGBoost",Remote,Large,Education,2024,Masters,Female,94,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Toronto,249600,CAD,13,"Distributed Training, Transformers, Reinforcement Learning","DeepSpeed, Llama 3",Remote,Startup,Healthcare,2021,PhD,Prefer not to say,61,Synthetic approximation based on public salary reports
Data Scientist,Australia,Sydney,220000,AUD,15,"Pandas, Scikit-learn, SQL","RandomForest, XGBoost",Remote,Medium,Healthcare,2020,Diploma,Prefer not to say,69,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Ottawa,146900,CAD,6,"PyTorch, Reinforcement Learning, Distributed Training","DeepSpeed, Llama 3",Onsite,Medium,Healthcare,2020,PhD,Non-binary,53,Synthetic approximation based on public salary reports
Prompt Engineer,India,Bengaluru,2477100,INR,14,"Python, Evaluation, LLMs","Claude, GPT-4",Hybrid,Medium,Finance,2023,Masters,Female,76,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Ottawa,105600,CAD,3,"Kubernetes, PyTorch, Docker","PyTorch, ONNX",Remote,Medium,Finance,2020,PhD,Prefer not to say,74,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Munich,80300,EUR,5,"TensorFlow, Python, PyTorch","TensorFlow, ONNX",Onsite,Large,Healthcare,2025,Diploma,Prefer not to say,93,Synthetic approximation based on public salary reports
Data Scientist,UAE,Dubai,354000,AED,1,"Statistics, Pandas, Scikit-learn","RandomForest, XGBoost",Onsite,Large,Technology,2023,PhD,Male,86,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,Austin,262500,USD,6,"PyTorch, LangChain, RAG","Llama 3, GPT-4",Hybrid,Large,Consulting,2023,PhD,Female,82,Synthetic approximation based on public salary reports
Data Scientist,UAE,Dubai,291000,AED,2,"SQL, Python, Pandas","RandomForest, LightGBM",Remote,Medium,Technology,2022,Masters,Non-binary,78,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Paris,111100,EUR,6,"Python, Docker, TensorFlow","PyTorch, ONNX",Onsite,Medium,Healthcare,2024,Diploma,Male,87,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,New York,295000,USD,14,"LangChain, Vector Databases, PyTorch","LangChain, GPT-4",Onsite,Medium,Consulting,2021,PhD,Prefer not to say,64,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Edinburgh,91000,GBP,7,"Pandas, SQL, Scikit-learn","XGBoost, LightGBM",Remote,Medium,Technology,2022,Bachelors,Female,80,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Abu Dhabi,355000,AED,1,"Transformers, Vector Databases, PyTorch","Stable Diffusion, GPT-4",Remote,Large,Technology,2023,Bachelors,Non-binary,79,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Montreal,231250,CAD,9,"Vector Databases, Transformers, LangChain","Llama 3, GPT-4",Hybrid,Medium,E-commerce,2024,Bachelors,Prefer not to say,83,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,San Francisco,208750,USD,0,"Transformers, PyTorch, LangChain","GPT-4, Stable Diffusion",Hybrid,Startup,Consulting,2020,PhD,Prefer not to say,61,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,144000,SGD,11,"Statistics, Pandas, NumPy","RandomForest, LightGBM",Remote,Startup,E-commerce,2022,Diploma,Female,82,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Sharjah,526700,AED,11,"A/B Testing, Prompt Engineering, Evaluation","GPT-4, Gemini",Remote,Medium,E-commerce,2023,Bachelors,Prefer not to say,78,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Paris,140800,EUR,14,"MLflow, Python, Kubernetes","TensorFlow, ONNX",Onsite,Large,Healthcare,2022,Diploma,Female,79,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Lyon,97500,EUR,8,"Python, LangChain, PyTorch","Llama 3, GPT-4",Onsite,Large,Education,2022,Diploma,Non-binary,64,Synthetic approximation based on public salary reports
Data Scientist,France,Lyon,131000,EUR,14,"SQL, Statistics, NumPy","LightGBM, XGBoost",Onsite,Medium,E-commerce,2024,Bachelors,Prefer not to say,92,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Melbourne,157500,AUD,6,"Python, LangChain, Vector Databases","GPT-4, Llama 3",Onsite,Medium,Finance,2020,Masters,Male,62,Synthetic approximation based on public salary reports
Data Scientist,Australia,Melbourne,158000,AUD,12,"Scikit-learn, Pandas, NumPy","XGBoost, RandomForest",Onsite,Large,Education,2025,Bachelors,Non-binary,87,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Hamburg,135300,EUR,6,"Kubernetes, TensorFlow, Docker","TensorFlow, ONNX",Hybrid,Startup,E-commerce,2023,Masters,Prefer not to say,89,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,Austin,283750,USD,9,"LangChain, Vector Databases, PyTorch","LangChain, GPT-4",Remote,Startup,Consulting,2022,Masters,Female,66,Synthetic approximation based on public salary reports
LLM Researcher,United Kingdom,London,100100,GBP,9,"PyTorch, Distributed Training, Deep Learning","DeepSpeed, Mistral",Onsite,Startup,Finance,2023,PhD,Prefer not to say,75,Synthetic approximation based on public salary reports
Prompt Engineer,India,Gurugram,2331050,INR,7,"LLMs, A/B Testing, Prompt Engineering","GPT-4, Gemini",Remote,Startup,E-commerce,2023,Masters,Prefer not to say,74,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,San Francisco,277500,USD,5,"Vector Databases, RAG, Transformers","Llama 3, GPT-4",Hybrid,Large,Consulting,2023,PhD,Female,86,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Hamburg,218500,EUR,15,"LLMs, Python, A/B Testing","Gemini, GPT-4",Onsite,Medium,Finance,2022,Diploma,Prefer not to say,58,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Berlin,122500,EUR,3,"Transformers, Vector Databases, Python","GPT-4, Stable Diffusion",Onsite,Large,Technology,2024,Bachelors,Non-binary,84,Synthetic approximation based on public salary reports
Machine Learning Engineer,UAE,Sharjah,330000,AED,0,"Docker, MLflow, Python","ONNX, PyTorch",Remote,Medium,Technology,2021,PhD,Prefer not to say,80,Synthetic approximation based on public salary reports
Data Scientist,Germany,Berlin,147000,EUR,12,"NumPy, Pandas, SQL","RandomForest, LightGBM",Remote,Large,Technology,2025,Diploma,Male,92,Synthetic approximation based on public salary reports
LLM Researcher,United States,New York,167700,USD,6,"PyTorch, Deep Learning, Transformers","Mistral, Custom LLM",Hybrid,Medium,Finance,2022,Bachelors,Non-binary,66,Synthetic approximation based on public salary reports
LLM Researcher,Singapore,Singapore,143000,SGD,2,"Distributed Training, Deep Learning, PyTorch","Mistral, DeepSpeed",Onsite,Startup,E-commerce,2022,Diploma,Female,64,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Frankfurt,77050,EUR,1,"Prompt Engineering, A/B Testing, LLMs","Gemini, Claude",Onsite,Startup,Technology,2024,Bachelors,Prefer not to say,75,Synthetic approximation based on public salary reports
Prompt Engineer,Singapore,Singapore,241500,SGD,14,"Python, LLMs, A/B Testing","Llama 3, GPT-4",Onsite,Startup,Technology,2022,PhD,Non-binary,63,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Sharjah,362250,AED,0,"Python, A/B Testing, LLMs","Gemini, Llama 3",Hybrid,Large,Education,2025,Bachelors,Prefer not to say,77,Synthetic approximation based on public salary reports
LLM Researcher,Singapore,Singapore,258700,SGD,15,"Distributed Training, Deep Learning, PyTorch","Llama 3, Mistral",Remote,Startup,Technology,2021,PhD,Prefer not to say,59,Synthetic approximation based on public salary reports
Data Scientist,India,Gurugram,2051000,INR,9,"SQL, Scikit-learn, NumPy","XGBoost, LightGBM",Remote,Startup,Consulting,2022,PhD,Non-binary,84,Synthetic approximation based on public salary reports
Machine Learning Engineer,India,Bengaluru,2048200,INR,9,"PyTorch, Docker, Kubernetes","ONNX, PyTorch",Onsite,Startup,Finance,2024,Bachelors,Non-binary,98,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,119900,SGD,1,"PyTorch, TensorFlow, Kubernetes","TensorFlow, PyTorch",Onsite,Medium,Finance,2025,PhD,Male,91,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Vancouver,112700,CAD,3,"Python, A/B Testing, Evaluation","Llama 3, Gemini",Remote,Startup,Education,2022,Masters,Prefer not to say,57,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Eindhoven,90000,EUR,3,"Transformers, LangChain, Python","GPT-4, LangChain",Remote,Medium,Education,2023,Diploma,Male,83,Synthetic approximation based on public salary reports
